безмолвно,silently,,,
безнаказанно,with impunity,,,
безошибочно,"correctly, accurately",,,
безуспешно,unsuccessfully,,,
белила (pl),whitewash,pl; g pl белил,,
беречься (i),to be careful,"i берегусь, бережёшься, берегутся, past берёгся, береглась",,
бесследно,without trace,исчезнуть бесследно to vanish without trace,,
бесстыдно,shamelessly,,,
бизнесмен,businessman,,,
благополучный,successful,,,
блаженство,bliss,,,
допустимый,permissible,,,
блиндаж,dug out,g sg блиндажа,,
блюдечко,"small dish, saucer",,,
богач,rich man,g sg богача,,
бодро,"cheerfully, heartily",,,
бойко,"boldly, briskly",,,
бомбить/раз- (+a),to bomb,"i бомблю, бомбишь",,
браслет,bracelet,,,
брожение,ferment,,,
броня (бронь),"reservation, booking",бро́ня,,
броня,armour-plating,броня́,,
бросок,throw; bound,,,
будка,booth,g pl будок,,
буквальный,literal,,,
бутерброд,(open) sandwich,,,
бухгалтер,bookkeeper,,,
бюрократический,bureaucratic,,,
бюрократия,bureaucracy,,,
вдребезги,to pieces,,,
венец,"crown, wreath; halo",,,
веселить/раз- (+a),to cheer up; amuse,,,
весомый,weighty,,,
вещица,"little thing, knick-knack",,,
взаимовыгодный,mutually advantageous,,,
взыскание,"penalty, punishment",,,
виноградник,vineyard,,,
винт,screw; propeller,g sg винта,,
долгосрочный,long-term,,,
вице-президент,vice-president,,,
влево,to the left,,,
внушительно,impressively,,,
вовлекать/вовлечь (+a в +a),to involve (s.o. in sth),,,
водопад,waterfall,,,
воедино,together,собрать воедино to bring together,,
военщина,militarism; militarists,,,
вожак,"guide, leader",вожака,,
возвышенный,elevated; lofty,возвышенный стиль elevated style,,
вол,ox,g sg вола,,
вопиющий,"flagrant, scandalous",вопиющее безобразие absolute disgrace,,
воровство,stealing,,,
ворона,crow,,,
ворчливо,"grumpily, querulously",,,
восемьсот,eight hundred,g восьмисот,,
всеобъемлющий,"comprehensive, all-embracing",,,
вульгарный,vulgar,,,
входной,entrance (adj),входная плата entrance fee,,
выгружать/выгрузить (+a),to unload,"p выгружу, выгрузишь",,
выдаваться/выдаться,to stick out,"i выдаюсь, выдаёшься",,
выдача,"issue, giving out",,,
выдвигаться/выдвинуться,to move out; go up in the world,,,
выжидательно,expectantly,,,
выжидательный,"waiting, expectant",,,
выжидать/выждать (+a),to wait (for),,,
выздоравливать/выздороветь,"to recover, get better","p выздоровею, выздоровеешь",,
выныривать/вынырнуть,to come to the surface,,,
высовывать/высунуть (+a),to thrust out,,,
высококачественный,high-quality,,,
геройский,heroic,,,
глинистый,clay (adj),,,
глоток,"gulp, mouthful",,,
гнуть/со- (+a),to bend,"i гну, гнёшь",,
годный,suitable,ни к чему не годный worthless,,
голландский,Dutch,,,
гололёд,covering of ice; icy weather,,,
горлышко,neck (of bottle); small throat,g pl горлышек,,
горчица,mustard,,,
грозиться/по- (+inf),to threaten (coll),"i грожусь, грозишься",,
грохотать/за-,"to thunder, rumble","i грохочу, грохочешь",,
гряда,ridge; bed (garden),"nom pl гряды, d pl грядам",,
грядка,"bed (for plants), flowerbed",g pl грядок,,
губительный,destructive,,,
девственный,virgin (adj),,,
дежурить (i),to be on duty,,,
детвора ,kids (coll),no pl,,
деяние ,"act, action (bookish)",,,
добродушно,"kindly, good-naturedly",,,
добываться/добыться,to be obtained,,,
доверительно,confidentially,,,
довериться (p) (+d),"to trust (in), confide in",p доверяться,,
доверчивый,trusting,,,
дождик,shower (rain),,,
докладчик,speaker (at conference),,,
доктрина,doctrine,,,
донесение,"report, dispatch",,,
достоверный,reliable,,,
дохнуть/по-,to die (of animals),"i дохнет, past дох, дохла",,
дышать/дохнуть,to breathe,"p дохну, дохнёшь",,
дощечка,nameplate; small board,g pl дощечек,,
доярка,milkmaid,g pl доярок,,
дрожь (f),trembling,f,,
дубина,"cudgel, club; blockhead, idiot",,,
дуга,"arc, curve",nom pl дуги,,
дудка,"pipe, fife",g pl дудок; (coll) Дудки! Not likely! No way!,,
дымовой,smoke (adj),,,
дырявый,full of holes,,,
дьявольски,devilishly,,,
единодушно,unanimously,,,
жалобный,plaintive; complaints (adj),жалобная книга complaints book,,
живучий,"hardy, enduring",,,
живьём ,alive (coll),,,
житие,"life, biography",,,
бормотать/за- (+a),to mutter,"p забормочу, забормочешь",,
забрасывать/забросить (+a),"to throw, cast; abandon; neglect","p заброшу, забросишь",,
завершаться/завершиться,"to be finishing, end",,,
завещать (i/p) (+a +d),to bequeath (sth to s.o.),i/p,,
загадочно,mysteriously,,,
глохнуть/за-,to die away; stall (engine); go to seed,"p past заглох, заглохла",,
загонять (р) (+a),to tire out,p загоняю,,
загробный,beyond the grave,загробный мир the next world,,
зад,"back, rear; rump, backside","pr sg на заду, nom pl зады",,
задолго,long before,задолго до конца long before the end,,
зажигаться/зажечься,"to light up, be lit",,,
жмуриться/за-,to screw up one’s eyes; half-close one’s eyes,,,
заинтересованный (в +pr),interested (in),,,
кипеть/за-,to boil,p закипит,,
закладка,laying; bookmark,g pl закладок,,
заматывать/замотать (+a),"to wind, twist; tire out",,,
ночевать/за-,to spend the night,p заночую,,
заокеанский,transoceanic,,,
запасаться/запастись,to stock up (with),"p запасусь, запасёшься, past запасся, запаслась",,
заподазривать/заподозрить (+a в +pr),to suspect (s.o. of sth),,,
запаздывать/запоздать (с +inst),to be late (with),,,
запрет,ban,,,
запрягать/запрячь (+a),to harness,,,
запутываться/запутаться,to get confused,,,
заросший,overgrown,,,
засаживаться/засесть,"to sit down, lodge os (coll)","p засяду, засядешь, past засел, засела",,
застенчивый,shy,,,
затаивать/затаить (+a),to conceal,p затаить дыхание to hold one’s breath,,
затруднять/затруднить (+a),"to make difficult, complicate; trouble",i затрудняю,,
затяжка,delay; inhalation (smoking),g pl затяжек,,
заулыбаться (р),to start smiling,,,
заурядный,"ordinary, mediocre",,,
зеленеть/по-,"to turn green, look green",i зеленеет,,
констатировать (i/p),to ascertain; certify,i/p констатирую,,
знаменитость (f),celebrity,f,,
зной,hot weather,,,
зрелый,"mature, ripe",,,
зреть/со-,"to ripen, mature","i зрею, зреешь",,
импортный,imported,,,
идиллия,idyll,,,
идол,idol,,,
избивать/избить (+a),to beat up,"p изобью, изобьёшь",,
излишне,excessively,,,
иллюстрация,illustration,,,
именины (pl),name-day,g pl именин,,
инерция,inertia,,,
иностранец,foreigner,,,
иронический,ironical,,,
искание,search,,,
испытанный,"tested, tried",,,
истекать/истечь,to flow out; expire (time),,,
истерия,hysteria,военная истерия war hysteria,,
исток,source,,,
истребление,extermination,,,
исчерпывать/исчерпать (+a),to exhaust,,,
кабала,slavery; servitude,,,
каморка ,small room (coll),g pl каморок,,
каприз,caprice,,,
каторжный,hard-labour (adj),,,
каучук,rubber,,,
каяться/рас- (в +pr),to repent,"i каюсь, каешься",,
кверху,upwards,,,
кипа,"pile, stack",кипа бумаг pile of papers,,
кит,whale,g sg кита,,
кладка,laying,кирпичная кладка bricklaying,,
клетчатый,checked,,,
климатический,climatic,,,
клюква,"cranberry, cranberries",no pl,,
кляча,nag (horse),,,
кобыла,mare,,,
колесико,little wheel; cog,"nom pl колесики, g pl колесиков",,
колечко,"little ring, ringlet","nom pl колечки, g pl колечек",,
колыбель (f),cradle,f,,
консерватория,"conservatoire, music academy",,,
консервный,canned food (adj),,,
контрреволюционер,counter-revolutionary,,,
кормиться (i) (+inst),"(p по-) to be fed, eat; (p про-) live on","i кормлюсь, кормишься",,
королева,queen,,,
корона,crown,,,
корыстный,"self-interested, mercenary, selfish",,,
костяной,"bone (adj), made of bone",,,
кратковременный,"brief, short-term",,,
крашеный,painted; dyed,,,
кривляться (i) ,to behave affectedly (coll),i кривляюсь,,
криво,"crookedly, squint",,,
кружево,lace,also кружева pl,,
крупно,on a large scale,,,
кудри (pl),curls,g pl кудрей,,
купанье or купание,bathing,,,
купе,compartment (train),n indecl,,
ладить/по- (с +inst),to get on with (s.o.),"i лажу, ладишь",,
лебедь (m/f),swan,m/f; g pl лебедей,,
легальный,legal,,,
ледник,glacier,g sg ледника,,
лесенка ,small staircase; short ladder (coll),g pl лесенок,,
лесоруб,lumberjack,,,
лизать/лизнуть (+a),to lick,"i лижу, лижешь",,
лимон,lemon,,,
лиса,fox,nom pl лисы,,
листать (i) (+a),to leaf through (coll),i,,
лифт,"lift, elevator",,,
льгота,"privilege, advantage",налоговые льготы tax relief,,
льдина,block of ice,,,
любовный,love (adj),,,
медвежий,bear’s,"f медвежья, п медвежье; медвежья услуга dubious benefit",,
меж (+inst or +g),between,= между,,
мёрзнуть/за-,to freeze,"i мёрзну, мёрзнешь; past мёрз, мёрзла",,
мерить/из- (+a),to measure; try on (clothing),из- р; по-/при- р,,
мерцать (i),"to twinkle, flicker",i,,
мех,fur,pr sg в меху; nom pl меха,,
механизированный,mechanized,,,
механически,mechanically,,,
мещанский,"bourgeois, petty bourgeois; narrow-minded",,,
мещанство,"petty bourgeoisie, lower middle-class",,,
микроб,microbe,,,
миндаль (m),almonds; almond tree,m; g sg миндаля,,
минимальный,minimum (adj),,,
многозначительно,meaningfully,,,
молот,hammer,,,
мольба,entreaty,no g pl,,
монархический,monarchic,,,
монопольный,monopoly (adj),,,
мотаться (i) ,to sway; rush about (coll),,,
моторный,"motor, engine (adj)",,,
мотоцикл,motorcycle,,,
мошенник,swindler,,,
мудрец,wise man,g sg мудреца,,
музейный,museum (adj),,,
мусорный,rubbish (adj),,,
мчать (i) (+a),"to rush, speed along","i мчу, мчишь",,
навес,awning,,,
навещать/навестить (+a),to visit,,,
мясной,meat (adj),,,
нагрянуть (р),to come unexpectedly (coll),,,
надбавка,"addition, supplement",g pl надбавок,,
наёмный,hired,,,
накапливаться/накопиться,to accumulate,,,
наклон,"incline, lean",,,
наподобие (+g),"like, resembling",,,
наполняться/наполниться (+inst),to fill (with),,,
нарастание,"growth, increase",,,
населять/населить (+a),to populate,i населяю,,
наследственный,inherited,,,
насовсем ,"for good, for ever (coll)",= навсегда,,
наставник,"mentor, tutor",,,
натворить (р) (+g),"to get up to, do (sth bad) (coll)",,,
наталкиваться/натолкнуться (на +a),"to run into, come up",,,
нахальство,against impudence,,,
наяву,while awake; for real,сон наяву daydream,,
небосклон,horizon,,,
невмешательство (в +a),non-interference (in),,,
невозможность (f),impossibility,f,,
наугад,at random,,,
невольный,involuntary,,,
недостойный,unworthy,,,
нежели,than (old word) (= чем),= чем,,
незаконно,illegally,,,
нездоровый,unhealthy,,,
некого (+inf),there is no-one,Некого спросить There’s no-one to ask,,
нелепо,absurdly; it’s absurd,Ей не с кем играть She has no-one to play with,,
неповторимый,"unique, exceptional",,,
непостижимый,incomprehensible,,,
неправый,wrong,"short forms неправ m, неправа f, неправы pl",,
непривычный,"unaccustomed, unusual",,,
неприкосновенный,"untouchable, inviolable",,,
непроходимый,impassable; (coll) utter,,,
несравненно,incomparably,,,
нетерпеливый,impatient,,,
неудачно,unsuccessfully,,,
неуместный,"inappropriate, misplaced",,,
нефтепровод,oil pipeline,,,
нехотя,unwillingly; unintentionally,,,
ничтожество,nonentity,,,
новизна,"novelty, newness",,,
ножик,"small knife, penknife",,,
ножницы (pl),scissors,g pl ножниц,,
нора,burrow,"nom pl норы, g pl нор, d pl норам",,
носик,small nose; toe (of shoe); spout,,,
ночлег,"spending the night, night’s lodging",,,
ноша,burden,,,
обводить/обвести (+a),to take round; (+inst) surround (with),"i обвожу, обводишь",,
обитатель (m),inhabitant,m,,
облезлый ,"shabby, scruffy; mangy (coll)",,,
обнаружение,revealing; discovery,,,
обоснование,"basis; grounds, justification",,,
обосновывать/обосновать (+a),"to substantiate, justify","p обосную, обоснуешь",,
обострять/обострить (+a),"to intensify, worsen, aggravate",i обостряю,,
образный,"graphic, evocative; figurative",,,
обувать/обуть (+a),to put shoes on s.o.; provide with shoes,"p обую, обуешь",,
обходительный,"courteous, well-mannered",,,
общеизвестный,"well-known, generally known",,,
община,community,крестьянская община peasant commune (hist); о́бщи́на [either stress],,
объективность (f),objectivity,f,,
обыватель (m),man-in-the-street; philistine,m,,
обыск,(official) search,,,
овация,ovation,,,
оголённый,"bare, exposed",,,
огорчение,distress,,,
огорчать/огорчить (+a),"to distress, disappoint",,,
одёргивать/одёрнуть (+a),"to straighten (clothing); (coll) call to order, tell s.o. to be quiet",,,
одиннадцатый,eleventh,,,
одиночный,"individual, single, solitary",одиночный образ жизни solitary lifestyle,,
озираться (i),to look round,,,
злиться/о-,to get angry (coll),,,
озлобленный,embittered,,,
ознакомление (с +inst),"familiarization, getting to know",,,
оказание,rendering,оказание помощи assisting,,
оккупировать (i/p) (+a),to occupy,i/p оккупирую,,
оперный,"opera (adj), operatic",,,
опоздание,lateness,,,
ориентироваться (i/p),to find one’s way; (на +a) be orientated towards,i/p ориентируюсь,,
осведомляться/осведомиться (о +pr),to enquire about,"p осведомлюсь, осведомишься",,
освещаться/осветиться,"to be illuminated, light up",,,
оснащение,equipping; equipment,,,
основательный,well-founded; solid; thorough,,,
отбиваться/отбиться (от +g),"to break away from; repulse, beat off; stray",,,
отопление,heating,,,
печатать/от- (+a),to print (off),печатать/отпечатывать i,,
отправка,"sending off, dispatch",,,
отрекаться/отречься (от +g),to renounce (sth),"p отрекусь, отречёшься, отрекутся, past отрёкся, отреклась",,
отрубать/отрубить (+a),to chop off,"p отрублю, отрубишь",,
отставание,"lag, lagging behind",,,
отстранять/отстранить (+a),to push aside; remove,,,
охлаждать/охладить (+a),to cool,,,
пакость (f),dirty trick; filth,f,,
пальчик,small finger,,,
паршивый,"mangy; shabby, nasty",,,
перегонять/перегнать (+a),"to outdistance, outstrip; drive (sth swh); distil","p перегоню, перегонишь",,
передвигать/передвинуть (+a),to shift,,,
переделывать/переделать (+a),"to remake, alter",,,
передник,apron; pinafore,,,
переезд,crossing; removal (change of residence),,,
переигрывать/переиграть (+a),to play again; overact,,,
переливаться/перелиться,"to flow (swh); overflow; (i only) glisten, play (of colours), modulate",,,
перелом,"break, fracture; turning-point",,,
перенос,"transfer, carrying over; hyphenation",,,
переносный,portable; metaphorical,,,
переписывать/переписать (+a),to rewrite; copy out,"p перепишу, перепишешь",,
переправа,crossing; crossing place ford,,,
переселяться/переселиться,"to move, migrate",,,
переставлять/переставить (+a),to shift; rearrange,i переставляю,,
переть (i) ,"to shove, barge, push (coll)","i пру, прёшь, past пёр, пёрла",,
перехватывать/перехватить (+a),to intercept,,,
перец,pepper,,,
персона,person,обед на десять персон dinner for ten,,
писательский,"writer’s, literary",,,
плавный,"smooth, flowing",,,
планомерный,"planned, systematic",,,
плачущий,tearful,,,
племенной,tribal; thoroughbred,,,
плоть (f),flesh,f,,
пляска,dance,g pl плясок,,
поблизости,nearby; hereabouts,,,
поборник (+g),"champion, keen supporter (of)",,,
побуждение,"motive, stimulus",,,
повадка ,"habit, (habitual) behaviour (coll)",g pl повадок,,
повозка,"cart, carriage",g pl повозок,,
подача,giving; serve (tennis),подача топлива fuel supply; подача помощи assistance,,
подбрасывать/подбросить (+a),"to throw, toss (up); jolt; add","p подброшу, подбросишь",,
подвигать/подвинуть (+a),to move,,,
пользование (+inst),use (of sth),,,
поначалу ,at first (coll),,,
подножие/подножье,foot (of mountain etc.); pedestal,,,
подоконник,window-sill,,,
подслушивать/подслушать (+a),to eavesdrop (on s.o.); (p) overhear,,,
подъёмный,lifting (adj),подъёмный кран crane; подъёмный мост drawbridge,,
жевать/по- (+a),to chew,"p пожую, пожуёшь",,
жечь/по- (+a),to burn up,"p пожгу, пожжёшь, пожгут, past пожёг, пожгла",,
позорно,"disgracefully, shamefully",,,
полосатый,striped,,,
полыхать (i),to blaze,,,
помалкивать (i) ,to keep quiet (coll),,,
помещичий,landowner’s (adj),"f помещичья, п помещичье",,
помост,"platform, rostrum; scaffold",,,
понижать/понизить (+a),to lower; reduce,"p понижу, понизишь",,
обещать/по- (+a +d),to promise (sth to s.o),,,
пополнение,replenishment; reinforcement(s),,,
попутчик,fellow-traveller,,,
поровну,equally,,,
порожний ,empty (coll),,,
ругаться/по-,to swear; (c +inst) (coll) have a row with,,,
послезавтра,the day after tomorrow,,,
постный,"lenten, meatless; without meat or milk; (coll) lean (of meat); (coll) gloomy, glum; (coll) sanctimonious",,,
постукивать (i),"to knock, tap, patter",,,
потомство,"posterity, descendants",,,
потреблять/потребить (+a),to consume,i потребляю,,
пребывать (i),to be (swh),i пребывать у власти to be in power,,
превосходно,splendidly,,,
предписание,"order, instruction",,,
предприниматель (m),"entrepreneur, businessman",m,,
преобладать (i),to predominate,,,
преступный,criminal (adj),,,
приветливый,"affable, friendly",,,
пригородный,suburban,,,
придвигаться/придвинуться (к +d),"to come near, move up",,,
придерживать/придержать (+a),"to hold back, check",,,
приёмная,waiting-room,,,
признанный,"acknowledged, recognized",,,
примечательно,(it is) noteworthy,,,
примирение,reconciliation,,,
припадок,"fit, attack",припадок гнева fit of anger,,
припасы (m pl),"stores, supplies; provisions",m pl; g pl припасов,,
присягать/присягнуть (в +pr +d),to swear an oath (of sth to s.o.),i присягать в верности to swear an oath of loyalty,,
пробел,"blank, gap",пробел в знаниях gap in one’s knowledge,,
пробивать/пробить (+a),to pierce,"p пробью, пробьёшь",,
провокатор,agent provocateur; provoker,,,
греметь/про-,"to thunder, resound","p прогремлю, прогремишь",,
прогуливаться/прогуляться,to take a walk,p прогуляюсь,,
демонстрировать/про- (+a),"to demonstrate, show",p продемонстрирую;,,
прозывать/прозвать (+a +inst),to nickname (s.o. sth),"p прозову, прозовёшь, f past прозвала",,
промах,miss; blunder,,,
промежуточный,intermediate,,,
пронзительно,piercingly; stridently,,,
пропагандировать (i) (+a),"to propagandize, promote",i пропагандирую,,
пропорциональный,proportional,,,
просыпать/проспать,to oversleep,"p просплю, проспишь, f past проспала",,
простираться/простереться,"to extend, stretch",,,
просторно,(it is) spacious,,,
простужаться/простудиться,to catch a cold,"p простужусь, простудишься; простуживаться i or простужаться i",,
протирать/протереть (+a),to rub; rub through,,,
протягиваться/протянуться,to stretch out; extend,"p протянусь, протянешься",,
прохвост ,scoundrel (coll),,,
прохождение,"passing, passage",,,
процветать (i),to flourish,no p,,
прояснение,"clarification, clearing up; clear period (weather)",,,
прутик,"twig, switch; small rod",,,
пчела,bee,nom pl пчёлы,,
пшено,millet,,,
пьянка ,"binge, booze-up (coll)",g pl пьянок,,
пята,heel,"nom pl пяты, g pl пят, d pl пятам",,
разбегаться/разбежаться,to scatter; take a run-up,"p разбегусь, разбежишься, разбегутся",,
разведывательный,reconnaissance (adj); intelligence (adj),разведывательная служба intelligence service,,
развешивать/развесить (+a),to hang up (a number of things); weigh out,"p развешу, развесишь;развесить бельё to hang out the washing",,
раздробленный,"shattered, splintered, disunited",,,
разливаться/разлиться,to spill; overflow,,,
различаться (i) (+inst),to differ,,,
размещение,"placing, allocation, accommodation",,,
разнородный,heterogeneous,,,
разгонять/разогнать (+a),to disperse,"p разгоню, разгонишь, f past разогнала",,
разорять/разорить (+a),to ruin,,,
разочарованный,"disappointed, disillusioned",,,
разыгрываться/разыграться,"to romp; warm up, get into one’s stride; (storm etc.) break, rage",,,
расизм,racism,,,
раскусывать/раскусить (+a),to bite through; (p only) (coll) suss out; get to the heart of sth,"p раскушу, раскусишь",,
распоряжаться/распорядиться,"to give orders; (+inst) deal with, manage, be in charge of","p распоряжусь, распорядишься",,
расстилаться/разостлаться,to spread out,,,
расстройство,disorder,,,
рассыпать (i/p) (+a),"to spill, scatter","рассыпа́ться/рассы́паться; p рассыплю, рассыплешь",,
растительность (f),vegetation,f,,
реалистический,realistic,,,
ребячий,child’s; childish,"f ребячья, п ребячье",,
ревнивый,jealous,,,
ремесленник,craftsman; hack,,,
решето,sieve,nom pl решёта; Чудеса в решете! Incredible!,,
рогожа,matting,,,
рожок,small horn; horn (instrument),,,
романс,romance (song),,,
рыночный,market (adj),рыночная экономика market economy,,
салют,salute; firework display (in honour of s.o. or sth),,,
самокритика,self-criticism,,,
самосознание,self-awareness,,,
сберегать/сберечь (+a),to save; protect,"p сберегу, сбережёшь, сберегут, past сберёг, сберегла",,
свешивать/свесить (+a),"to lower, let dangle; (p only) (coll) weigh","p свешу, свесишь",,
сенсация,sensation,,,
сентябрьский,September (adj),,,
сервиз,"service, set (of dishes)",,,
серийный,serial,серийное производство mass production,,
сидение,sitting; (preferably сиденье) seat,,,
синяк,bruise,g sg синяка,,
скалистый,rocky,,,
скандальный,"scandalous; (coll) quarrelsome, rowdy",,,
скорбь (f),grief,f; g pl скорбей,,
скромно,modestly,,,
скромность (f),modesty,f,,
слать/по- (+a),to send,"i шлю, шлёшь",,
словцо ,"word; apt remark, witticism (coll)",для красного словца for effect,,
слуга (m),servant,m; nom pl слуги,,
смешить (i) (+a),"to make (s.o.) laugh, amuse",,,
смешок,chuckle,"смешки jeers, jokes",,
смутно,"vaguely, dimly",,,
снаряжать/снарядить (+a),to equip,"p снаряжу, снарядишь",,
снисходительно,"condescendingly; leniently, indulgently",,,
снисходительный,"condescending; lenient, indulgent",,,
совершенствоваться/у- (в +pr),to improve os; improve one’s knowledge (of),i совершенствуюсь,,
содержательный,"rich in content, profound, interesting",,,
солдатик,toy soldier,,,
солидно,"solidly, substantially, weightily",,,
сооружать/соорудить (+a),"to build, construct","p сооружу, соорудишь",,
соотечественник,compatriot,,,
сопоставлять/сопоставить (+a),to compare,"p сопоставлю, сопоставишь",,
сопутствовать (i) (+d),to accompany,i сопутствую,,
сорока,magpie,,,
соседский,neighbour’s,,,
сосредоточенно,"intently, with concentration",,,
составление,"formation, making, compiling",составление словаря compilation of a dictionary,,
сосулька,icicle,g pl сосулек,,
спешка,haste,,,
спрыгивать/спрыгнуть (с +g),to jump off,,,
срезать (i/p) (+a),"to cut down, cut off; shut s.o. up","среза́ть/сре́зать; p срежу, срежешь",,
стаканчик,small glass,,,
стачка,strike (= забастовка),g pl стачек,,
стекольщик,glazier,,,
стенной,wall (adj),,,
стойко,steadfastly,,,
странствовать (i),"to wander, travel",i странствую,,
стрелковый,"shooting (adj); rifle, infantry (adj)",стрелковый тир rifle range,,
стружка,"shaving, shavings",g pl стружек,,
струиться (i),to stream,,,
стычка,skirmish; squabble,g pl стычек,,
судорожно,"convulsively, feverishly",,,
сука,bitch,,,
сукно,cloth,"nom pl сукна, g pl сукон",,
сумрачный,gloomy; dreary,,,
сухарь (m),piece of dried bread; rusk,m; g sg сухаря,,
сюжет,"subject, plot",,,
тайник,hiding-place,g sg тайника,,
танкист,"tank soldier, member of tank crew",,,
территориальный,territorial,,,
тесниться (i),"to crowd, jostle",,,
тётушка,auntie; (old) lady,g pl тётушек,,
титул,title,,,
тиф,typhus,,,
токарь (m),"turner, lathe operator","nom pl (formal) токари, nom pl (coll) токаря",,
толковый,"clever, sensible; clear, comprehensible; (словарь) explanatory",,,
торжествовать (i) (над +inst),to triumph (over); (+a) celebrate,i торжествую,,
трезво,soberly,,,
триумф,triumph,,,
трогательный,"touching, affecting",,,
трюк,"stunt; trick, ruse",,,
тугой,tight,,,
туризм,tourism; hiking,,,
турок,Turk,g pl турок,,
тысячелетний,thousand-year (adj),,,
тягость (f),burden,f,,
увесистый,weighty,,,
удостаивать/удостоить (+a +g),to award s.o. sth; (+a +inst) favour s.o. with sth,,,
уклоняться/уклониться (от +g),"to avoid, evade (sth)","i уклоняюсь; уклоняться от ответа to dodge a question, avoid answering",,
укореняться/укорениться,to take root,,,
укрепляться/укрепиться,to become stronger; become fixed; consolidate one’s position,"i укреплюсь, укрепишься",,
универсальный,"universal; versatile, multi-purpose",универсальный магазин department store,,
униматься/уняться,to calm down,,,
упоминаться/упомянуться,to be mentioned,,,
упорядочение,"putting in order, regulation",,,
управа,"(coll) control, means of control; (hist) management, administration, justice",,,
упрощённый,simplified; over-simplified,,,
упрямство,obstinacy,,,
усеивать/усеять (+a +inst),"to strew, dot, litter (sth with sth)","p усею, усеешь",,
устранение,"removal, elimination",,,
утверждаться/утвердиться,to become established,,,
утешение,"comfort, solace",,,
утюг,iron (for ironing),g sg утюга,,
уха,fish-soup,,,
финал,final (sport); finale,,,
финиш,finish,,,
финский,Finnish,,,
формация,stage of development; formation,,,
хилый,"puny, decrepit",,,
хирург,surgeon,,,
христианство,Christianity,,,
хроника,chronicle; news items; newsreel,,,
царапать/царапнуть (+a),to scratch,,,
целесообразный,expedient,,,
целеустремлённый,purposeful,,,
цивилизованный,civilized,,,
цыган,gypsy,"nom pl цыгане, g pl цыган",,
челюсть (f),jaw,f,,
чередование,alternation,,,
четыреста,four hundred,g четырёхсот,,
чешский,Czech (adj),,,
чистка,cleaning; purge (political),g pl чисток,,
читательский,reader’s,,,
чихать/чихнуть,to sneeze,,,
чрезмерно,excessively,,,
шататься (i),to sway; wobble; (coll) loaf about,,,
шаткий,unsteady,,,
шахматы (pl),chess,g pl шахмат,,
швейный,sewing,,,
шевелиться/шевельнуться,to stir,,,
шелуха,"skin, peel, husk",,,
шершавый,rough (to the touch),,,
шириться (i),"to spread, expand",,,
шишка,"(pine/fir) cone; bump; (coll) big noise, VIP",g pl шишек,,
шляться (i) ,to loaf about (coll),i шляюсь,,
шпора,spur,,,
штаб-квартира,headquarters,,,
штормовой,gale (adj),,,
щедрость (f),generosity,f,,
щенок,puppy,"поm pl щенки, g pl щенков or nom pl щенята, g pl щенят",,
электроника,electronics,,,
эффектный,"striking, done for effect",,,
яичница,fried eggs,,,
ярмарка,"fair, trade fair",g pl ярмарок,,
авианосец,aircraft carrier,,,
автономный,autonomous,,,
азарт,"excitement, fervour",,,
азбука,alphabet,,,
акула,shark,,,
алкоголь (m),alcohol,m,,
аренда,lease,,,
бабочка,butterfly,g pl бабочек,,
багаж,luggage,g sg багажа,,
бак,"cistern, tank",,,
барахло ,"old clothes, jumble; junk (coll)",,,
бдительный,vigilant,,,
бедро,hip; thigh,"nom pl бёдра, g pl бёдер",,
бездействовать (i),to do nothing; stand idle,i бездействую,,
безответственный,irresponsible,,,
безропотно,"uncomplainingly, without a murmur",,,
беспечный,"carefree, unconcerned",,,
бестолковый,"stupid; incoherent, muddled",,,
бинт,bandage,g sg бинта,,
блоха,flea,"nom pl блохи, g pl блох, d pl блохам",,
болтаться (i) ,to dangle; hang about (coll),,,
бритва,razor,,,
буйный,"wild, unruly",,,
быль (f),"true story, fact",f,,
бюллетень (m),bulletin; ballot-paper; medical certificate,m,,
вдыхать/вдохнуть (+a),to breathe in,,,
величавый,majestic,,,
веха,"landmark; stake, marker",,,
взнос,payment; fee; subscription,,,
вилка,fork; (two-pin) plug,g pl вилок,,
виселица,gallows,,,
внятно,"distinctly, clearly, audibly",,,
водружать/водрузить (+a),"to hoist, erect","p водружу, водрузишь",,
воздерживаться/воздержаться (от +g),to abstain (from),"p воздержусь, воздержишься",,
вонять (i) (+inst),to stink (of),i воняет,,
воодушевление,"enthusiasm, fervour",,,
воочию,"with one’s own eyes, for os",воочию убедиться в +pr to see for os,,
ворох,"heap, pile",nom pl вороха; ворох сена pile of hay; ворох новостей heaps of news,,
воск,wax,,,
вторгаться/вторгнуться (в +a),to invade,,,
выручка,"proceeds, earnings; rescue",,,
выступ,projection; ledge,,,
вышка,tower; turret,g pl вышек,,
вялый,"flabby, limp",,,
договорённость (f),agreement,f,,
гнить/с-,to rot,"i гнию, гниёшь, f past гнила",,
гнусный,vile,,,
горб,hump,"g sg горба, pr sg на горбу",,
град,hail; (poet) city,,,
гусеница,caterpillar,,,
дань (f),"tribute, homage",f,,
девать/деть (+a),to put (coll),,,
добродетель (f),virtue,f,,
домысел,conjecture,,,
дощатый,"made of planks, board (adj)",,,
духи (m pl),perfume,m pl; g pl духов,,
душистый,fragrant,,,
евангелие,gospel,,,
еврей,Jew,,,
единогласно,unanimously,,,
ёж,hedgehog,g sg ежа,,
жанр,genre,,,
жарить/за- (+a),to fry; roast,,,
жемчужина,pearl,,,
